1.3	1.3	-0.867	-0.146	0
3.8	1.3	-0.049	0.146	0
6.3	1.3	-0.598	0.000	0
8.8	1.3	-1.172	0.012	0
11.3	1.3	-0.208	0.012	0
13.8	1.3	0.098	0.061	0
16.3	1.3	-1.086	0.012	0
18.8	1.3	6.372	0.000	0
21.3	1.3	9.912	0.000	0
23.8	1.3	-8.960	-0.049	0
26.3	1.3	-0.916	-0.037	0
28.8	1.3	-8.643	0.012	0
31.3	1.3	8.423	0.049	0
33.8	1.3	0.342	0.000	0
36.3	1.3	0.110	0.012	0
38.8	1.3	10.657	0.098	0
41.3	1.3	-0.110	0.073	0
43.8	1.3	-0.330	0.146	0
46.3	1.3	-6.006	0.073	0
48.8	1.3	-8.582	0.049	0
51.3	1.3	-6.348	0.061	0
53.8	1.3	0.085	0.085	0
56.3	1.3	0.073	0.146	0
58.8	1.3	-0.269	0.146	0
61.3	1.3	-0.073	0.085	0
63.8	1.3	-2.002	0.049	0
66.3	1.3	-1.038	0.134	0
68.8	1.3	-0.305	0.281	0
71.3	1.3	-7.544	-0.110	0
73.8	1.3	-0.024	0.317	0
76.3	1.3	0.793	0.000	0
1.3	3.8	-1.599	-0.269	0
3.8	3.8	-2.124	-0.500	0
6.3	3.8	-1.721	0.146	0
8.8	3.8	-1.746	0.085	0
11.3	3.8	-1.831	-0.134	0
13.8	3.8	-1.709	-0.232	0
16.3	3.8	-1.331	-0.317	0
18.8	3.8	-1.233	-0.427	0
21.3	3.8	-1.123	-0.647	0
23.8	3.8	-0.916	-0.574	0
26.3	3.8	-0.745	-0.464	0
28.8	3.8	-0.220	-0.342	0
31.3	3.8	-0.513	-0.269	0
33.8	3.8	-0.732	-0.525	0
36.3	3.8	0.110	-0.232	0
38.8	3.8	0.146	-0.098	0
41.3	3.8	0.098	-0.122	0
43.8	3.8	0.378	-0.378	0
46.3	3.8	0.647	-0.354	0
48.8	3.8	1.013	-0.244	0
51.3	3.8	1.001	0.061	0
53.8	3.8	1.196	-0.146	0
56.3	3.8	1.099	-0.171	0
58.8	3.8	1.160	-0.232	0
61.3	3.8	1.526	-0.391	0
63.8	3.8	1.843	-0.122	0
66.3	3.8	1.831	0.061	0
68.8	3.8	1.965	-0.098	0
71.3	3.8	2.026	-0.122	0
73.8	3.8	2.271	-0.037	0
76.3	3.8	2.246	0.012	0
1.3	6.3	-1.392	-0.464	0
3.8	6.3	-1.477	-0.818	0
6.3	6.3	-1.526	-0.378	0
8.8	6.3	-1.453	0.000	0
11.3	6.3	-1.440	-0.269	0
13.8	6.3	-1.746	-0.378	0
16.3	6.3	-1.306	-0.842	0
18.8	6.3	-1.221	-0.854	0
21.3	6.3	-0.781	-1.038	0
23.8	6.3	-0.916	-0.842	0
26.3	6.3	-0.684	-0.903	0
28.8	6.3	-0.623	-0.586	0
31.3	6.3	-0.439	-0.598	0
33.8	6.3	-0.049	-0.671	0
36.3	6.3	-0.183	-0.671	0
38.8	6.3	0.195	-0.769	0
41.3	6.3	-0.122	-0.659	0
43.8	6.3	0.403	-0.781	0
46.3	6.3	0.305	-0.940	0
48.8	6.3	0.562	-0.891	0
51.3	6.3	0.757	-0.549	0
53.8	6.3	1.111	-0.476	0
56.3	6.3	1.465	-0.476	0
58.8	6.3	1.404	-0.696	0
61.3	6.3	1.648	-0.598	0
63.8	6.3	1.709	-0.146	0
66.3	6.3	1.782	-0.085	0
68.8	6.3	1.672	-0.330	0
71.3	6.3	1.501	-0.220	0
73.8	6.3	1.379	-0.171	0
76.3	6.3	1.514	-0.159	0
1.3	8.8	-0.854	-0.745	0
3.8	8.8	-1.355	-0.818	0
6.3	8.8	-0.708	-0.354	0
8.8	8.8	-1.318	-0.220	0
11.3	8.8	-1.282	-0.500	0
13.8	8.8	-0.964	-0.867	0
16.3	8.8	-0.989	-1.013	0
18.8	8.8	-1.404	-1.221	0
21.3	8.8	-0.745	-1.428	0
23.8	8.8	-0.647	-1.355	0
26.3	8.8	-0.781	-1.099	0
28.8	8.8	-0.549	-1.135	0
31.3	8.8	-0.208	-0.830	0
33.8	8.8	-0.012	-0.342	0
36.3	8.8	-0.098	-0.867	0
38.8	8.8	-0.366	-0.781	0
41.3	8.8	0.073	-0.757	0
43.8	8.8	0.085	-1.025	0
46.3	8.8	0.415	-1.172	0
48.8	8.8	0.562	-1.160	0
51.3	8.8	0.757	-0.989	0
53.8	8.8	0.842	-0.903	0
56.3	8.8	1.196	-0.842	0
58.8	8.8	1.270	-0.745	0
61.3	8.8	1.086	-0.696	0
63.8	8.8	1.453	-0.269	0
66.3	8.8	1.306	-0.293	0
68.8	8.8	1.477	-0.305	0
71.3	8.8	1.196	-0.281	0
73.8	8.8	1.013	-0.293	0
76.3	8.8	1.013	0.000	0
1.3	11.3	-0.842	-0.220	0
3.8	11.3	-0.537	-0.183	0
6.3	11.3	-0.671	-0.684	0
8.8	11.3	-0.940	-0.183	0
11.3	11.3	-1.514	-0.659	0
13.8	11.3	-1.489	-1.135	0
16.3	11.3	-1.331	-1.306	0
18.8	11.3	-0.952	-1.440	0
21.3	11.3	-0.610	-1.575	0
23.8	11.3	-0.513	-1.758	0
26.3	11.3	-0.720	-1.440	0
28.8	11.3	-0.720	-1.428	0
31.3	11.3	-0.244	-1.575	0
33.8	11.3	-0.208	-1.477	0
36.3	11.3	-0.220	-0.989	0
38.8	11.3	-0.037	-1.050	0
41.3	11.3	0.061	-1.440	0
43.8	11.3	0.049	-1.660	0
46.3	11.3	0.146	-1.672	0
48.8	11.3	0.769	-1.221	0
51.3	11.3	0.830	-0.928	0
53.8	11.3	1.038	-0.977	0
56.3	11.3	1.135	-0.952	0
58.8	11.3	0.684	-0.732	0
61.3	11.3	0.806	-0.635	0
63.8	11.3	0.940	-0.623	0
66.3	11.3	0.793	-0.195	0
68.8	11.3	0.708	-0.647	0
71.3	11.3	0.806	-0.391	0
73.8	11.3	0.659	-0.366	0
76.3	11.3	0.244	0.073	0
1.3	13.8	-0.623	-0.330	0
3.8	13.8	-0.305	-0.098	0
6.3	13.8	-0.122	-0.610	0
8.8	13.8	-0.220	-0.183	0
11.3	13.8	-0.537	-0.635	0
13.8	13.8	-0.854	-1.074	0
16.3	13.8	-0.684	-1.465	0
18.8	13.8	-0.537	-1.355	0
21.3	13.8	-0.769	-1.636	0
23.8	13.8	-0.586	-1.501	0
26.3	13.8	-0.574	-1.807	0
28.8	13.8	-0.220	-1.477	0
31.3	13.8	0.012	-1.819	0
33.8	13.8	-0.232	-1.416	0
36.3	13.8	-0.146	-1.355	0
38.8	13.8	0.000	-1.477	0
41.3	13.8	-0.037	-1.563	0
43.8	13.8	0.183	-1.721	0
46.3	13.8	0.122	-1.624	0
48.8	13.8	0.610	-1.526	0
51.3	13.8	0.476	-0.928	0
53.8	13.8	0.610	-1.221	0
56.3	13.8	0.952	-1.086	0
58.8	13.8	0.269	-0.757	0
61.3	13.8	0.439	-0.439	0
63.8	13.8	0.452	-0.415	0
66.3	13.8	0.610	-0.525	0
68.8	13.8	0.610	-0.183	0
71.3	13.8	0.134	-0.427	0
73.8	13.8	-0.122	0.024	0
76.3	13.8	0.000	0.024	0
1.3	16.3	-0.122	-0.220	0
3.8	16.3	-0.122	-0.134	0
6.3	16.3	-0.244	-0.439	0
8.8	16.3	0.171	-0.476	0
11.3	16.3	-0.012	-0.488	0
13.8	16.3	-0.122	-1.379	0
16.3	16.3	-0.476	-1.575	0
18.8	16.3	-0.464	-1.099	0
21.3	16.3	-0.500	-1.697	0
23.8	16.3	-0.354	-1.624	0
26.3	16.3	-0.171	-1.599	0
28.8	16.3	-0.122	-1.733	0
31.3	16.3	0.000	-1.648	0
33.8	16.3	0.012	-1.660	0
36.3	16.3	-0.183	-1.672	0
38.8	16.3	-0.012	-1.648	0
41.3	16.3	-0.049	-1.611	0
43.8	16.3	0.269	-1.709	0
46.3	16.3	0.293	-1.758	0
48.8	16.3	0.317	-2.075	0
51.3	16.3	0.342	-1.611	0
53.8	16.3	0.330	-1.599	0
56.3	16.3	0.720	-0.879	0
58.8	16.3	0.708	-0.293	0
61.3	16.3	0.146	-0.073	0
63.8	16.3	0.598	-0.232	0
66.3	16.3	0.000	-0.598	0
68.8	16.3	0.342	-0.208	0
71.3	16.3	0.037	-0.049	0
73.8	16.3	-0.037	-0.098	0
76.3	16.3	-0.012	0.000	0
1.3	18.8	-0.073	0.049	0
3.8	18.8	0.061	-0.391	0
6.3	18.8	-0.073	-0.403	0
8.8	18.8	-0.256	-0.647	0
11.3	18.8	-0.171	-0.769	0
13.8	18.8	-0.171	-1.245	0
16.3	18.8	0.024	-1.343	0
18.8	18.8	-0.562	-1.611	0
21.3	18.8	-0.256	-1.770	0
23.8	18.8	-0.110	-1.453	0
26.3	18.8	-0.208	-1.965	0
28.8	18.8	0.085	-2.161	0
31.3	18.8	-0.342	-1.917	0
33.8	18.8	-0.110	-1.953	0
36.3	18.8	-0.012	-1.880	0
38.8	18.8	0.098	-1.819	0
41.3	18.8	0.159	-1.660	0
43.8	18.8	0.171	-2.026	0
46.3	18.8	0.159	-2.234	0
48.8	18.8	0.183	-1.917	0
51.3	18.8	0.122	-2.136	0
53.8	18.8	0.317	-1.599	0
56.3	18.8	0.220	-0.818	0
58.8	18.8	0.061	-0.574	0
61.3	18.8	0.146	-0.513	0
63.8	18.8	0.098	-0.476	0
66.3	18.8	0.220	-0.635	0
68.8	18.8	0.134	-0.281	0
71.3	18.8	0.000	-0.024	0
73.8	18.8	-0.037	-0.012	0
76.3	18.8	8.472	9.363	0
1.3	21.3	-0.146	-0.342	0
3.8	21.3	0.098	-0.159	0
6.3	21.3	-0.098	-0.342	0
8.8	21.3	-0.122	-0.745	0
11.3	21.3	-0.049	-0.830	0
13.8	21.3	-0.037	-0.659	0
16.3	21.3	-0.024	-0.964	0
18.8	21.3	-0.354	-1.697	0
21.3	21.3	-0.330	-2.002	0
23.8	21.3	-0.195	-1.563	0
26.3	21.3	-0.110	-2.014	0
28.8	21.3	-0.085	-1.929	0
31.3	21.3	-0.159	-1.819	0
33.8	21.3	0.012	-2.002	0
36.3	21.3	-0.037	-1.880	0
38.8	21.3	0.037	-2.039	0
41.3	21.3	0.256	-1.892	0
43.8	21.3	0.427	-1.807	0
46.3	21.3	0.122	-2.075	0
48.8	21.3	0.110	-1.904	0
51.3	21.3	0.134	-2.271	0
53.8	21.3	0.134	-1.819	0
56.3	21.3	0.037	-1.270	0
58.8	21.3	0.037	-0.586	0
61.3	21.3	0.085	-0.696	0
63.8	21.3	0.000	-0.720	0
66.3	21.3	0.195	-0.110	0
68.8	21.3	-0.073	-0.073	0
71.3	21.3	0.122	-0.183	0
73.8	21.3	-0.244	0.024	0
76.3	21.3	-0.024	0.000	0
1.3	23.8	-0.024	-0.012	0
3.8	23.8	-0.024	-0.220	0
6.3	23.8	-0.110	-0.549	0
8.8	23.8	-0.049	-0.598	0
11.3	23.8	-0.146	-0.842	0
13.8	23.8	0.000	-0.940	0
16.3	23.8	0.171	-0.757	0
18.8	23.8	-0.085	-1.208	0
21.3	23.8	-0.366	-1.978	0
23.8	23.8	-0.317	-2.161	0
26.3	23.8	-0.073	-1.978	0
28.8	23.8	0.098	-1.990	0
31.3	23.8	-0.159	-2.002	0
33.8	23.8	-0.037	-2.014	0
36.3	23.8	-0.232	-1.953	0
38.8	23.8	0.061	-1.978	0
41.3	23.8	-0.037	-1.855	0
43.8	23.8	0.049	-2.222	0
46.3	23.8	0.098	-2.014	0
48.8	23.8	0.122	-1.721	0
51.3	23.8	0.098	-2.148	0
53.8	23.8	0.183	-2.051	0
56.3	23.8	0.061	-1.440	0
58.8	23.8	-0.049	-0.439	0
61.3	23.8	0.024	-0.806	0
63.8	23.8	-0.061	-0.610	0
66.3	23.8	-0.122	-0.183	0
68.8	23.8	0.049	-0.183	0
71.3	23.8	-0.208	-0.183	0
73.8	23.8	0.049	3.137	0
76.3	23.8	0.098	0.000	0
1.3	26.3	0.159	-0.049	0
3.8	26.3	-0.159	-0.305	0
6.3	26.3	-0.208	-0.610	0
8.8	26.3	-0.208	-0.623	0
11.3	26.3	0.037	-0.281	0
13.8	26.3	0.049	-0.732	0
16.3	26.3	-0.012	-0.879	0
18.8	26.3	0.061	-0.977	0
21.3	26.3	0.098	-1.587	0
23.8	26.3	0.024	-1.917	0
26.3	26.3	-0.281	-2.026	0
28.8	26.3	-0.110	-2.173	0
31.3	26.3	-0.122	-2.295	0
33.8	26.3	-0.098	-2.161	0
36.3	26.3	-0.244	-1.965	0
38.8	26.3	-0.049	-2.112	0
41.3	26.3	0.024	-2.124	0
43.8	26.3	0.000	-2.209	0
46.3	26.3	0.049	-2.185	0
48.8	26.3	0.012	-2.185	0
51.3	26.3	0.037	-2.209	0
53.8	26.3	0.049	-2.051	0
56.3	26.3	-0.159	-1.428	0
58.8	26.3	-0.049	-0.781	0
61.3	26.3	-0.085	-0.671	0
63.8	26.3	0.073	-0.659	0
66.3	26.3	0.293	-0.256	0
68.8	26.3	-0.073	-0.085	0
71.3	26.3	-0.183	0.000	0
73.8	26.3	7.642	-1.526	0
76.3	26.3	8.728	-3.125	0
1.3	28.8	0.073	0.000	0
3.8	28.8	0.085	-0.061	0
6.3	28.8	0.146	-0.342	0
8.8	28.8	-0.049	-0.696	0
11.3	28.8	0.098	-0.757	0
13.8	28.8	-0.049	-0.879	0
16.3	28.8	0.110	-0.818	0
18.8	28.8	0.024	-0.964	0
21.3	28.8	0.110	-1.660	0
23.8	28.8	-0.134	-1.746	0
26.3	28.8	-0.220	-2.222	0
28.8	28.8	-0.232	-2.319	0
31.3	28.8	0.037	-2.197	0
33.8	28.8	-0.037	-2.014	0
36.3	28.8	-0.110	-2.295	0
38.8	28.8	-0.085	-2.209	0
41.3	28.8	-0.085	-2.209	0
43.8	28.8	0.122	-2.295	0
46.3	28.8	-0.012	-2.222	0
48.8	28.8	0.024	-2.283	0
51.3	28.8	0.073	-2.283	0
53.8	28.8	0.195	-2.148	0
56.3	28.8	0.098	-1.563	0
58.8	28.8	-0.085	-0.928	0
61.3	28.8	0.159	-0.781	0
63.8	28.8	-0.049	-0.842	0
66.3	28.8	-0.037	-0.085	0
68.8	28.8	0.024	-0.110	0
71.3	28.8	0.000	0.012	0
73.8	28.8	0.488	-0.012	0
76.3	28.8	-0.061	0.000	0
1.3	31.3	0.012	0.134	0
3.8	31.3	0.098	-0.122	0
6.3	31.3	0.098	-0.525	0
8.8	31.3	-0.012	-0.562	0
11.3	31.3	0.049	-0.793	0
13.8	31.3	0.012	-0.842	0
16.3	31.3	0.220	-0.623	0
18.8	31.3	-0.671	-1.318	0
21.3	31.3	-0.317	-2.161	0
23.8	31.3	-0.244	-1.770	0
26.3	31.3	0.171	-2.209	0
28.8	31.3	-0.024	-2.197	0
31.3	31.3	-0.305	-2.124	0
33.8	31.3	-0.049	-2.148	0
36.3	31.3	0.037	-2.319	0
38.8	31.3	-0.024	-2.197	0
41.3	31.3	0.073	-2.344	0
43.8	31.3	0.012	-2.344	0
46.3	31.3	0.024	-2.258	0
48.8	31.3	0.317	-2.319	0
51.3	31.3	0.146	-2.332	0
53.8	31.3	0.134	-2.307	0
56.3	31.3	0.220	-1.709	0
58.8	31.3	0.305	-1.270	0
61.3	31.3	0.586	-1.111	0
63.8	31.3	0.232	-0.757	0
66.3	31.3	-0.220	-0.134	0
68.8	31.3	0.000	-0.049	0
71.3	31.3	0.000	0.000	0
73.8	31.3	-0.024	0.049	0
76.3	31.3	0.085	6.238	0
1.3	33.8	0.134	0.000	0
3.8	33.8	0.061	0.000	0
6.3	33.8	0.037	-0.085	0
8.8	33.8	0.024	-0.403	0
11.3	33.8	0.024	-0.598	0
13.8	33.8	-0.195	-0.842	0
16.3	33.8	-0.012	-0.562	0
18.8	33.8	0.171	-1.111	0
21.3	33.8	0.037	-2.112	0
23.8	33.8	-0.134	-2.185	0
26.3	33.8	-0.134	-2.209	0
28.8	33.8	-0.134	-2.344	0
31.3	33.8	-0.061	-2.405	0
33.8	33.8	-0.061	-2.136	0
36.3	33.8	0.110	-2.368	0
38.8	33.8	0.000	-2.185	0
41.3	33.8	-0.049	-2.283	0
43.8	33.8	0.085	-2.405	0
46.3	33.8	0.073	-2.356	0
48.8	33.8	0.049	-2.185	0
51.3	33.8	0.110	-2.295	0
53.8	33.8	0.195	-2.429	0
56.3	33.8	0.659	-1.892	0
58.8	33.8	0.513	-1.758	0
61.3	33.8	0.525	-1.270	0
63.8	33.8	0.012	-0.830	0
66.3	33.8	-0.037	-0.513	0
68.8	33.8	7.983	-0.110	0
71.3	33.8	0.110	-0.037	0
73.8	33.8	-0.171	0.000	0
76.3	33.8	-0.012	0.000	0
1.3	36.3	-0.146	-0.110	0
3.8	36.3	-0.146	-0.110	0
6.3	36.3	0.037	-0.330	0
8.8	36.3	-0.049	-0.305	0
11.3	36.3	-0.049	-0.696	0
13.8	36.3	0.049	-0.793	0
16.3	36.3	-0.085	-0.647	0
18.8	36.3	-0.085	-1.135	0
21.3	36.3	-0.098	-1.978	0
23.8	36.3	-0.183	-2.112	0
26.3	36.3	0.098	-1.611	0
28.8	36.3	-0.098	-2.307	0
31.3	36.3	-0.146	-2.307	0
33.8	36.3	0.000	-2.441	0
36.3	36.3	0.085	-2.417	0
38.8	36.3	0.012	-2.380	0
41.3	36.3	0.000	-2.161	0
43.8	36.3	0.110	-2.271	0
46.3	36.3	0.073	-2.307	0
48.8	36.3	0.110	-2.112	0
51.3	36.3	0.049	-2.209	0
53.8	36.3	-0.122	-2.063	0
56.3	36.3	0.232	-1.648	0
58.8	36.3	0.342	-1.416	0
61.3	36.3	-0.098	-1.611	0
63.8	36.3	0.208	-0.708	0
66.3	36.3	-0.012	-0.159	0
68.8	36.3	-0.061	-0.098	0
71.3	36.3	-0.269	-0.037	0
73.8	36.3	5.420	-0.024	0
76.3	36.3	8.679	-4.675	0
1.3	38.8	0.122	-0.085	0
3.8	38.8	0.122	-0.171	0
6.3	38.8	0.085	-0.098	0
8.8	38.8	-0.085	-0.452	0
11.3	38.8	-0.159	-0.696	0
13.8	38.8	-0.049	-0.732	0
16.3	38.8	-0.171	-1.111	0
18.8	38.8	-0.208	-1.440	0
21.3	38.8	-0.171	-1.587	0
23.8	38.8	-0.537	-1.733	0
26.3	38.8	-0.208	-2.209	0
28.8	38.8	-0.061	-2.307	0
31.3	38.8	-0.049	-2.283	0
33.8	38.8	-0.159	-2.319	0
36.3	38.8	0.000	-2.258	0
38.8	38.8	0.171	-2.380	0
41.3	38.8	0.195	-2.222	0
43.8	38.8	0.073	-2.319	0
46.3	38.8	0.098	-2.295	0
48.8	38.8	0.000	-2.148	0
51.3	38.8	-0.073	-2.258	0
53.8	38.8	0.049	-2.148	0
56.3	38.8	0.012	-1.697	0
58.8	38.8	-0.159	-0.842	0
61.3	38.8	0.281	-1.514	0
63.8	38.8	-0.342	-0.671	0
66.3	38.8	-0.085	-0.183	0
68.8	38.8	-10.449	10.168	0
71.3	38.8	-0.159	-0.049	0
73.8	38.8	-0.171	0.000	0
76.3	38.8	0.049	-9.363	0
1.3	41.3	-4.358	8.411	0
3.8	41.3	0.061	-0.195	0
6.3	41.3	0.037	-0.220	0
8.8	41.3	-0.183	-0.269	0
11.3	41.3	-0.098	-0.513	0
13.8	41.3	-0.024	-0.403	0
16.3	41.3	0.012	-1.257	0
18.8	41.3	-0.134	-1.477	0
21.3	41.3	-0.098	-1.514	0
23.8	41.3	0.000	-1.538	0
26.3	41.3	-0.244	-2.014	0
28.8	41.3	-0.073	-2.258	0
31.3	41.3	0.024	-2.307	0
33.8	41.3	-0.049	-2.246	0
36.3	41.3	0.037	-2.380	0
38.8	41.3	-0.012	-2.246	0
41.3	41.3	0.061	-2.307	0
43.8	41.3	0.098	-2.283	0
46.3	41.3	0.049	-2.380	0
48.8	41.3	0.098	-2.234	0
51.3	41.3	0.134	-2.380	0
53.8	41.3	0.098	-2.295	0
56.3	41.3	-0.281	-1.392	0
58.8	41.3	0.012	-1.099	0
61.3	41.3	-0.061	-1.282	0
63.8	41.3	-0.085	-0.513	0
66.3	41.3	-4.578	-6.873	0
68.8	41.3	-0.134	0.049	0
71.3	41.3	-5.554	1.526	0
73.8	41.3	-0.012	0.000	0
76.3	41.3	0.110	0.000	0
1.3	43.8	0.146	-0.037	0
3.8	43.8	-0.146	-0.146	0
6.3	43.8	0.012	-0.244	0
8.8	43.8	0.049	-0.122	0
11.3	43.8	-0.244	-0.293	0
13.8	43.8	0.110	-0.293	0
16.3	43.8	0.122	-0.781	0
18.8	43.8	0.024	-1.208	0
21.3	43.8	-0.134	-1.025	0
23.8	43.8	0.122	-1.501	0
26.3	43.8	0.000	-2.173	0
28.8	43.8	-0.061	-2.405	0
31.3	43.8	-0.098	-2.332	0
33.8	43.8	0.171	-2.197	0
36.3	43.8	0.061	-2.319	0
38.8	43.8	0.146	-2.197	0
41.3	43.8	0.049	-2.246	0
43.8	43.8	0.208	-2.246	0
46.3	43.8	-0.073	-2.405	0
48.8	43.8	-0.012	-2.234	0
51.3	43.8	0.232	-2.271	0
53.8	43.8	0.000	-2.283	0
56.3	43.8	-0.391	-1.172	0
58.8	43.8	0.037	-0.854	0
61.3	43.8	0.098	-1.489	0
63.8	43.8	-0.073	-0.659	0
66.3	43.8	-0.012	0.024	0
68.8	43.8	-0.012	-0.061	0
71.3	43.8	0.586	-1.599	0
73.8	43.8	4.028	-4.712	0
76.3	43.8	8.533	1.550	0
1.3	46.3	0.049	-0.122	0
3.8	46.3	0.208	-0.232	0
6.3	46.3	0.195	-0.281	0
8.8	46.3	0.244	-0.110	0
11.3	46.3	0.012	-0.427	0
13.8	46.3	0.317	-0.305	0
16.3	46.3	0.073	-0.842	0
18.8	46.3	-0.220	-1.404	0
21.3	46.3	-0.012	-1.367	0
23.8	46.3	0.122	-1.221	0
26.3	46.3	-0.024	-2.271	0
28.8	46.3	-0.061	-2.344	0
31.3	46.3	-0.110	-2.197	0
33.8	46.3	0.061	-2.258	0
36.3	46.3	0.024	-2.295	0
38.8	46.3	0.049	-2.344	0
41.3	46.3	-0.061	-2.295	0
43.8	46.3	0.146	-2.368	0
46.3	46.3	0.049	-2.271	0
48.8	46.3	0.000	-2.307	0
51.3	46.3	-0.159	-2.246	0
53.8	46.3	-0.061	-2.429	0
56.3	46.3	-0.134	-1.184	0
58.8	46.3	-0.146	-1.245	0
61.3	46.3	-0.061	-0.928	0
63.8	46.3	0.183	-0.256	0
66.3	46.3	-0.281	0.122	0
68.8	46.3	10.095	6.250	0
71.3	46.3	-3.088	7.788	0
